Graduation Year,Role,Employer,Company's Industry,Role Category,Tag 1,Tag 2,Tag 3,Career Webpage,Specify Other Industry,POST,Comments,Confidence Score
2020,Partnerships Manager,Student Energy,,Business & Enterprise,Business & Enterprise,,,https://studentenergy.org/,,POST,,70
2020,Senior Partnerships Associate,Student Energy,,Business & Enterprise,Business & Enterprise,,,https://studentenergy.org/,,POST,,70
2020,Managing Director,Suremoney India,,Consulting & Advisory,Consulting & Advisory,,,https://www.suremoney.in/,,POST,,80
2020,Summer Intern,Syncrude Canada Ltd,,Finance & Banking,Finance & Banking,Internships,,https://www.linkedin.com/company/syncrude-canada-ltd-/,,PRE,,80
2020,Packer,TACC Developments,,Business & Enterprise,Business & Enterprise,,,https://www.taccdevelopments.com/,,PRE,,40
2020,Equity Research Associate,Tegus,,Research,Finance & Banking,Research,,https://www.alpha-sense.com/careers/,,POST,,80
2020,Equity Research Training Partner,Tegus,,Research,Finance & Banking,Research,,https://www.alpha-sense.com/careers/,,POST,,80
2020,Solutions Architect,Tegus,,Business & Enterprise,Business & Enterprise,,,https://www.alpha-sense.com/careers/,,POST,,40
2020,Clinical Operations Shift Lead,TELUS Health,,Business & Enterprise,Operations and Supply Chain Management,,,https://www.telus.com/en/about/careers/health,,POST,,80
2020,Clinical Operations Associate,TELUS Health,,Business & Enterprise,Operations and Supply Chain Management,,,https://www.telus.com/en/about/careers/health,,POST,,80
2020,Business Development Specialist,Tesla,,Business & Enterprise,Sales / Business Development,,,https://www.tesla.com/careers,,PRE,,40
2020,Climbing Instructor ,The Hive Bouldering Gym ,,Business & Enterprise,Recreation and Culture,,,https://www.hiveclimbing.com/careers,,POST,,40
2020,Associate,The Home Depot,,Business & Enterprise,Business & Enterprise,,,https://careers.homedepot.ca/,,PRE,,70
2020,Private Equity Off-Cycle Analyst,The Invus group,,Finance & Banking,Finance & Banking,,,https://www.invus.com/,,POST,,80
2020,Journalist,The Post Millenial,,Business & Enterprise,Business & Enterprise,,,https://www.linkedin.com/company/the-post-millennial/,,POST,"question.. this one has a webpage but the careers section links to linkedin, which one do we use?",40
2020,Financial Analyst,The Sutherland Group of Companies,,Finance & Banking,Finance & Banking,,,https://thesutherland.group/careers/,,POST,,80
2020,Senior Financial Analyst,The Sutherland Group of Companies,,Finance & Banking,Finance & Banking,,,https://thesutherland.group/careers/,,POST,,80
2020,Online Project Assistant,UBC,,Post-Secondary Institution,Administration and Office Management,,,https://hr.ubc.ca/careers,,POST,,80
2020,Research Assistant,UBC,,Research,Administration and Office Management,Research,,https://hr.ubc.ca/careers,,POST,,80
2020,Teaching Assistant,UBC,,Post-Secondary Institution,Administration and Office Management,Academia,,https://hr.ubc.ca/careers,,POST,,80
2020,Jumpstart Orientation Leader,UBC,,Post-Secondary Institution,Post-Secondary Institution,,,https://hr.ubc.ca/careers,,PRE,,80
2020,Global Ambassador,UBC,,Post-Secondary Institution,Post-Secondary Institution,,,https://hr.ubc.ca/careers,,PRE,,80
2020,Undergraduate Research Assistant,UBC,,Research,Administration and Office Management,Research,,https://hr.ubc.ca/careers,,PRE,,80
2020,Research Assistant,UBC,,Research,Administration and Office Management,Research,,https://hr.ubc.ca/careers,,PRE,,80
2020,Research Assistant,UBC,,Research,Administration and Office Management,Research,,https://hr.ubc.ca/careers,,PRE,,80
2020,Orientation Leader,UBC,,Post-Secondary Institution,Post-Secondary Institution,,,https://hr.ubc.ca/careers,,PRE,,80
2020,Research Assistant,UBC,,Research,Administration and Office Management,Research,,https://hr.ubc.ca/careers,,PRE,,80
2020,Sustainability Research Fellow,UBC,,Research,Research,,,https://hr.ubc.ca/careers,,PRE,,80
2020,Research Assistant,UBC,,Research,Administration and Office Management,Research,,https://hr.ubc.ca/careers,,PRE,,80
2020,Teaching Assistant,UBC,,Post-Secondary Institution,Administration and Office Management,Academia,,https://hr.ubc.ca/careers,,PRE,,80
2020,Residence Advisor,UBC,,Post-Secondary Institution,Post-Secondary Institution,,,https://hr.ubc.ca/careers,,PRE,,80
2020,Research Assistant,UBC,,Research,Administration and Office Management,Research,,https://hr.ubc.ca/careers,,PRE,,80
2020,Academic Assistant,UBC,,Post-Secondary Institution,Administration and Office Management,,,https://hr.ubc.ca/careers,,PRE,,80
2020,Research Assistant,UBC,,Research,Administration and Office Management,Research,,https://hr.ubc.ca/careers,,PRE,,80
2020,"Summer Research Student, Chennai Urban Resilience Program",UBC,,Research,Research,,,https://hr.ubc.ca/careers,,PRE,,80
2020,Project Assistant,UBC,,Post-Secondary Institution,Administration and Office Management,,,https://hr.ubc.ca/careers,,PRE,,80
2020,Online Project Assistant,UBC,,Post-Secondary Institution,Administration and Office Management,,,https://hr.ubc.ca/careers,,PRE,,80
2020,Student Assistant at UBC Asian Library,UBC,,Post-Secondary Institution,Administration and Office Management,,,https://hr.ubc.ca/careers,,PRE,,80
2020,Teaching Assistant,UBC,,Post-Secondary Institution,Administration and Office Management,Academia,,https://hr.ubc.ca/careers,,POST,,80
2020,Research Assistant,UBC,,Research,Administration and Office Management,Research,,https://hr.ubc.ca/careers,,POST,,80
2020,"Graduate Academic Assistant, Evaluation and Assessment",UBC Arts Co-Op,,Post-Secondary Institution,Administration and Office Management,,,https://artscoop.ubc.ca/,,POST,,80
2020,Research Assistant,UBC Sauder Centre for Social Innovation & Impact Investing,,Research,Administration and Office Management,Research,,https://sustain.ubc.ca/about/employment,,PRE,,80
2020,Teaching Assistant,UBC Sauder School of Business,,Post-Secondary Institution,Administration and Office Management,Academia,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,,80
2020,Technology Rover,UBC Sauder School of Business,,Post-Secondary Institution,Post-Secondary Institution,,,https://www.sauder.ubc.ca/about-ubc-sauder/careers,,PRE,,80
2020,Enterprise Account Manager,Uber,,Business & Enterprise,Business & Enterprise,,,https://www.uber.com/ca/en/careers/?uclick_id=cdeb9f2f-2ae1-43e5-bbb0-331d041f0ca6,,POST,,70
2020,Business Risk Specialist,UBS,,Business & Enterprise,Business & Enterprise,,,https://www.ubs.com/global/en/careers.html,,POST,,40
2020,Product Marketing Manager,UMA,,Marketing & Communications,Marketing & Communications,,,https://uma.xyz/,,POST,,85
2020,Research Assistant,Universidad de Piura,,Research,Administration and Office Management,Research,,https://www.udep.edu.pe/,,PRE,,80
2020,Intern,Upaya Social Ventures,,Business & Enterprise,Internships,,,https://www.upayasv.org/,,PRE,,40
2020,Data Engineer ,UrbanLogiq ,,Data Science & Analytics,Engineering,Data Science & Analytics,Technology,https://urbanlogiq.rippling-ats.com/,,POST,,85
2020,Data (Impact Metrcis) Intern,Vancity,,Data Science & Analytics,Internships,Data Science & Analytics,Technology,https://www.vancity.com/careers/,,PRE,,85
2020,Front of House Volunteer,Vancouver Fashion Week,,Business & Enterprise,Business & Enterprise,,,https://www.vanfashionweek.com/careers,,PRE,,40
2020,Commodities Content Writer,Visual Capitalist ,,Marketing & Communications,Marketing & Communications,,,https://www.visualcapitalist.com/careers/,,POST,,85
2020,Research Assistant,VSE,,Research,Administration and Office Management,Research,,https://economics.ubc.ca/,,PRE,,80
2020,Undergraduate Research Assistant,VSE,,Research,Administration and Office Management,Research,,https://economics.ubc.ca/,,PRE,,80
2020,Undergraduate Research Assistant,VSE,,Research,Administration and Office Management,Research,,https://economics.ubc.ca/,,PRE,,80
2020,Undergraduate Teaching Assistant,VSE,,Business & Enterprise,Administration and Office Management,Academia,,https://economics.ubc.ca/,,PRE,,40
2020,Undergraduate Research Assistant,VSE,,Research,Administration and Office Management,Research,,https://economics.ubc.ca/,,PRE,,80
2020,Research Assistant,VSE,,Research,Administration and Office Management,Research,,https://economics.ubc.ca/,,PRE,,80
2020,Teaching Assistant,VSE,,Business & Enterprise,Administration and Office Management,Academia,,https://economics.ubc.ca/,,PRE,,40
2020,Peer Coach,VSECC,,Business & Enterprise,Business & Enterprise,,,https://careercentre.economics.ubc.ca/,,PRE,,40
2020,Data Analyst,WattTime.org,,Data Science & Analytics,Data Science & Analytics,Technology,,https://watttime.org/about-us/careers/,,PRE,,85
2020,Finance Team,WELL Health Technologies Corp,,Finance & Banking,Finance & Banking,,,https://well.company/careers-and-culture/,,PRE,,80
2020,Junior Financial Analyst,WELL Health Technologies Corp.,,Finance & Banking,Finance & Banking,,,https://well.company/careers-and-culture/,,POST,,80
2020,Financial Analyst,WELL Health Technologies Corp.,,Finance & Banking,Finance & Banking,,,https://well.company/careers-and-culture/,,POST,,80
2020,Senior Financial Analyst - FP&A,WELL Health Technologies Corp.,,Finance & Banking,Finance & Banking,,,https://well.company/careers-and-culture/,,POST,,80
2020,"Manager, Budgeting & Financial Reporting",Westbow Group of Companies,,Finance & Banking,Finance & Banking,,,https://www.westbowgroup.ca/,,POST,,80
2020,Marketing Intern,Whiteline Activation,,Marketing & Communications,Internships,Marketing & Communications,,https://www.careers-page.com/whiteline-group,,PRE,,85
2020,Swim Coach,Wind N Sea Swim Team,,Business & Enterprise,Business & Enterprise,,,https://www.windnseaswimteam.com/page/home,,PRE,,40
2020,Leadership Program Director,YMCA Camp Kanawana,,Business & Enterprise,Business & Enterprise,,,https://www.ymcaquebec.org/en/summer-camp-kanawana/jobs,,PRE,,40
2020,Technical Sales and Project Manager,Zodiac Hurricane Technologies,,Business & Enterprise,Sales / Business Development,Project / Program Development,,https://www.linkedin.com/company/zodiac-hurricane-technologies-inc./,,POST,,70
2019,Consultant/ Climate Policy Analyst,(Freelance),,Consulting & Advisory,Policy,Consulting & Advisory,,,,,,85
2019,Investments ,AC Ventures ,,Business & Enterprise,Business & Enterprise,,,https://acv.vc/about/job/,,,,40
2019,Flight Attendant,Air Canada Rouge ,,Business & Enterprise,Business & Enterprise,,,https://flyrouge.com/ca/en/careers.html,,,,40
2019,Summer Intern,AllCargo Express Inc.,,Business & Enterprise,Internships,,,https://allcargoexpress.com/,,,,40
2019,Office Trainer,AllWest Insurance Services Ltd.,,Finance & Banking,Finance & Banking,,,https://www.waypoint.ca/join-the-team/,,,,80
2019,Road Coordinator,AllWest Insurance Services Ltd.,,Finance & Banking,Finance & Banking,,,https://www.waypoint.ca/join-the-team/,,,,80
2019,Insurance Agent,AllWest Insurance Services Ltd.,,Finance & Banking,Finance & Banking,,,https://www.waypoint.ca/join-the-team/,,,,80
2019,Economist,Alma Economics,,Business & Enterprise,Economics,,,https://almaeconomics.com/careers/,,,,40
2019,Activities Chair,Alpha Omicron Pi Beta Kappa Chapter,,Business & Enterprise,Business & Enterprise,,,https://ubc.alphaomicronpi.org/,,,,40
2019,Data Analyst Intern,altaweb AG,,Data Science & Analytics,Internships,Data Science & Analytics,Technology,,,,,85
2019,Resource Development Assistant ,Alzheimer Society of B.C ,,Business & Enterprise,Administration and Office Management,,,https://alzheimer.ca/bc/en,,,,40
2019,Grad Intern ,Amgen ,,Business & Enterprise,Internships,,,https://www.amgen.ca/en-ca/careers,,,,40
2019,Customer Service Representative,AMS of UBC,,Post-Secondary Institution,Customer Experience and Service Management,,,https://www.ams.ubc.ca/opportunities/jobs/,,,,80
2019,"Co-Found, AMS Mexican Student Association",AMS of UBC,,Post-Secondary Institution,Post-Secondary Institution,,,https://www.ams.ubc.ca/opportunities/jobs/,,,,80
2019,Analyst,Analysis Group,,Business & Enterprise,Business & Enterprise,,,https://www.analysisgroup.com/careers/,,,,70
2019,Research Professional,Analysis Group,,Research,Research,,,https://www.analysisgroup.com/careers/,,,,80
2019,English Teaching Assistant ,Anglais en Famille ,,Business & Enterprise,Administration and Office Management,Academia,,,,,doesn't exist,40
2019,Senior Project Manager ,Apply Digital ,,Business & Enterprise,Project / Program Development,,,https://www.applydigital.com/careers/,,,,70
2019,Project Manager Co-op,Apply Digital ,,Business & Enterprise,Internships,Project / Program Development,,https://www.applydigital.com/careers/,,,,70
2019,Project Manager Co-op,Apply Digital ,,Business & Enterprise,Internships,Project / Program Development,,https://www.applydigital.com/careers/,,,,70
2019,Payroll Coordinator ,Aquilini Investment Group Inc. ,,Business & Enterprise,Business & Enterprise,,,https://aquilini.startdate.ca/#/,,,,70
2019,Marketing Intern,"argomall, Inc.",,Marketing & Communications,Internships,Marketing & Communications,,https://www.linkedin.com/company/argomall-inc-/,,,,85
2019,Head of Business Development,Atlas One Digital Secuirities ,,Business & Enterprise,Sales / Business Development,,,https://atlasone.ca/,,,,40
2019,Marketing Trainee,Aujan Industries Iranian Company,,Marketing & Communications,Marketing & Communications,,,https://aujan.com/careers/why-work-for-us/,,,,85
2019,Investment Representative,Aviso Wealth,,Business & Enterprise,Business & Enterprise,,,https://www.aviso.ca/en/careers,,,,40
2019,Client Solutions Officer II,Aviso Wealth,,Business & Enterprise,Business & Enterprise,,,https://www.aviso.ca/en/careers,,,,40
2019,Client Solutions Officer.,Aviso Wealth,,Business & Enterprise,Business & Enterprise,,,https://www.aviso.ca/en/careers,,,,40
2019,Clinical Operations Team Lead,Babylon Health,,Business & Enterprise,Operations and Supply Chain Management,,,,,,doesn't exist,80
2019,Clinical Operations Shift Lead,Babylon Health,,Business & Enterprise,Operations and Supply Chain Management,,,,,,doesn't exist,80
2019,Clinical Operaitons Associate,Babylon Health,,Business & Enterprise,Business & Enterprise,,,,,,doesn't exist,70
2019,Research Assistant ,Bank of Canada ,,Research,Administration and Office Management,Research,,https://www.bankofcanada.ca/careers/,,,,80
2019,People and Culture Assistant,BC Children's Hospital Foundation,,Business & Enterprise,Administration and Office Management,,,https://www.bcchf.ca/zh-hans/join-team/,,,,40
2019,Analytics Consultant,BC Hydro,,Data Science & Analytics,Consulting & Advisory,Data Science & Analytics,Technology,https://www.bchydro.com/toolbar/careers.html,,,,85
2019,Info & Segmentation Analyst,BC Hydro,,Energy and Resources,Energy and Resources,,,https://www.bchydro.com/toolbar/careers.html,,,,80
2019,Senior Data Specialist,BC Hydro,,Data Science & Analytics,Data Science & Analytics,Technology,,https://www.bchydro.com/toolbar/careers.html,,,,85
2019,Marketing Analytics Consultant,BC Hydro,,Data Science & Analytics,Consulting & Advisory,Marketing & Communications,Data Science & Analytics,https://www.bchydro.com/toolbar/careers.html,,,,85
2019,Data Analytics Co-op,BC Hydro,,Data Science & Analytics,Internships,Data Science & Analytics,Technology,https://www.bchydro.com/toolbar/careers.html,,,,85
2019,Senior IRP Analyst,BCIT ,,Business & Enterprise,Business & Enterprise,,,https://www.bcit.ca/about/careers/,,,,70
2019,Junior IRP Analyst,BCIT ,,Business & Enterprise,Business & Enterprise,,,https://www.bcit.ca/about/careers/,,,,70
2019,Corporate Training Programming and Planning Analyst,BCIT ,,Business & Enterprise,Business & Enterprise,,,https://www.bcit.ca/about/careers/,,,,70
2019,Research and Coordination,BCIT ,,Research,Research,,,https://www.bcit.ca/about/careers/,,,,80
2019,"Graduate Research Assistant, Development Innovation Lab",Becker Friedman Institute for Economics,,Research,Administration and Office Management,Research,,https://bfi.uchicago.edu/,,,,80
2019,Accounting Associate,Bench Accounting,,Business & Enterprise,Business & Enterprise,,,https://www.bench.co/careers,,,,70
2019,"Analyst, FP&A",Benevity,,Business & Enterprise,Business & Enterprise,,,https://benevity.com/join-the-team,,,,70
2019,Total Rewards Analyst,BeyondTrust ,,Consulting & Advisory,Consulting & Advisory,,,https://www.beyondtrust.com/company/overview/careers,,,,80
2019,Red Cross Babysitting Course Instructor ,Big Dip Productions - First Aid Hero ,,Business & Enterprise,Business & Enterprise,,,https://firstaidhero.com/,,,,40
2019,Graduate Research Assistant,"Birkbeck, University of London",,Research,Administration and Office Management,Research,,https://www.bbk.ac.uk/,,,,80
2019,Account and Market Planning,Blue Umbrella,,Business & Enterprise,Business & Enterprise,,,https://www.blueumbrella.com/careers,,,,40
2019,Personal Banker,BMO,,Finance & Banking,Finance & Banking,,,https://jobs.bmo.com/ca/en?icid=tl-FEAT2953BRND4-AJBMOH354,,,,80
2019,Personal Banking Assistant,BMO,,Finance & Banking,Finance & Banking,Administration and Office Management,,https://jobs.bmo.com/ca/en?icid=tl-FEAT2953BRND4-AJBMOH354,,,,80
2019,Customer Service Representative,BMO,,Finance & Banking,Customer Experience and Service Management,Finance & Banking,,https://jobs.bmo.com/ca/en?icid=tl-FEAT2953BRND4-AJBMOH354,,,,80
2019,Customer Service Represntative,BMO Financial Group,,Finance & Banking,Customer Experience and Service Management,Finance & Banking,,https://jobs.bmo.com/ca/en?icid=tl-FEAT2953BRND4-AJBMOH354,,,,80
2019,Data Scientist,Boeing ,,Data Science & Analytics,Data Science & Analytics,Technology,,https://jobs.boeing.com/location/canada-jobs/185/6251999/2?_gl=1*1vjh572*_ga*NzAyOTExMDIuMTY5OTcyNjI3OA..*_ga_3N2PEGZ4HD*MTcwMTQ2OTY1Mi43LjEuMTcwMTQ3MjQyNy4wLjAuMA..,,,,85
2019,Associate ,Boston Consulting Group ,,Business & Enterprise,Business & Enterprise,,,https://careers.bcg.com/global/en/,,,,70
2019,Consultant,Boston Consulting Group,,Consulting & Advisory,Consulting & Advisory,,,https://careers.bcg.com/global/en/,,,,85
2019,Junior Database and Research Analyst,BPI Inc.,,Data Science & Analytics,Research,Data Science & Analytics,Technology,,,,,85
2019,COP24 Youth Delegate,British Columbia Council for International Cooperation,,Business & Enterprise,Business & Enterprise,,,https://www.bccic.ca/fit-job-opportunities/,,,,40
2019,Lead Economic Researcher,British Columbia Council for International Cooperation,,Research,Research,Economics,,https://www.bccic.ca/fit-job-opportunities/,,,,80
2019,Business Intelligence Developer,BroadbandTV,,Data Science & Analytics,Software Development,Data Science & Analytics,Technology,https://bbtv.com/,,,,85
2019,Server,Cactus Club Cafe,,"Hospitality & Retail (Food, Service Industries)","Hospitality & Retail (Food, Service Industries)",,,https://www.cactusclubcafe.com/hiring/,,,,85
2019,Sales Marketing Coordinator,Canada Prime Investment Group,,Marketing & Communications,Sales / Business Development,Marketing & Communications,,https://www.linkedin.com/company/canada-pirme-investment-group/,,,,85
2019,Analyst,Canadian Intellectual Property Office,,Business & Enterprise,Business & Enterprise,,,https://www.canada.ca/en/services/jobs/opportunities/government.html,,,,70
2019,Researching Reality Intern ,Centre for Civil Society ,,Research,Internships,Research,,https://ccs.in/careers,,,,80
2019,Senior Data Scientist,Charli AI,,Data Science & Analytics,Data Science & Analytics,Technology,,https://charliai.com/,,,,85
2019,Data Scientist,Charli AI,,Data Science & Analytics,Data Science & Analytics,Technology,,https://charliai.com/,,,,85
2019,Co-Founder & CPO,Chexy,,Business & Enterprise,Business & Enterprise,,,https://chexy.applytojobs.ca/,,,,40
2019,Research Assistant,China Europe International Business School,,Research,Administration and Office Management,Research,,https://www.ceibs.edu/careers,,,,80
2019,IBD Intern,"China Galaxy Securities Co., Ltd.",,Finance & Banking,Finance & Banking,Internships,,https://www.cgsi.com/Home?lang=EN,,,,80
2019,Strategic Investment Manager,"China General Technology (Group) Holding Co., Ltd.",,Finance & Banking,Finance & Banking,,,https://www.gt.cn/en/,,,,80
2019,Financial Service Representative ,CIBC ,,Finance & Banking,Finance & Banking,,,https://www.cibc.com/en/about-cibc/careers.html,,,,80
2019,Customer Service Representative ,CIBC ,,Finance & Banking,Customer Experience and Service Management,Finance & Banking,,https://www.cibc.com/en/about-cibc/careers.html,,,,80
2019,Investment Banking Intern,CICC,,Business & Enterprise,Internships,,,https://www.cibc.com/en/about-cibc/careers.html,,,,40
2019,Quantitative Analyst Assistant,CICC,,Business & Enterprise,Administration and Office Management,,,https://www.cibc.com/en/about-cibc/careers.html,,,,70
2019,Sales Specialist,CIMET,,Business & Enterprise,Sales / Business Development,,,http://cimet.com.au/careers,,,,40
2019,Investment Banking Intern,CITIC Securities Company Limited,,Business & Enterprise,Internships,,,https://careers.citics.com/?source=website,,,,40
2019,Lifeguard,City of Burnaby,,Government,Government,,,https://www.burnaby.ca/our-city/get-involved/jobs-and-careers,,,,80
2019,Data Science for Social Good Research Fellow,City of Surrey,,Data Science & Analytics,Research,Data Science & Analytics,Technology,https://www.surrey.ca/about-surrey/jobs-careers,,,,85
2019,Human Resources Intern,CK Hutchison Holdings Ltd.,,Finance & Banking,HR,Internships,Finance & Banking,https://www.ckh.com.hk/en/about/career.php,,,,80
2019,Intern,Clayoquot Biosphere Trust,,Business & Enterprise,Internships,,,https://clayoquotbiosphere.org/,,,,40
2019,Summer Associate (Capital Market),Clifford Chance,,Business & Enterprise,Business & Enterprise,,,https://www.cliffordchance.com/careers.html,,,,70
2019,"Co-Founder, Digital Projects Lead",Climate Hub (UBC),,Post-Secondary Institution,Post-Secondary Institution,,,https://hr.ubc.ca/careers,,,,80
2019,Pre Doctoral Fellow ,Climate Impact Lab ,,Business & Enterprise,Business & Enterprise,,,https://impactlab.org/about/opportunities/,,,,40
2019,Intermediate Customer Onboarding Specialist,Clio,,Business & Enterprise,Business & Enterprise,,,https://www.clio.com/ca/about/careers/,,,,40
2019,Intermediate Customer Support Specialist,Clio,,Business & Enterprise,Business & Enterprise,,,https://www.clio.com/ca/about/careers/,,,,40
2019,Junior Customer Support Specialist,Clio,,Business & Enterprise,Business & Enterprise,,,https://www.clio.com/ca/about/careers/,,,,40
2019,Junior Analyst,CMLS Financial,,Business & Enterprise,Business & Enterprise,,,https://www.cmls.ca/who-we-are/our-people,,,,70
2019,Seasonal Sales Associate,Coach,,Business & Enterprise,Sales / Business Development,,,https://careers.tapestry.com/coach/,,,,70
2019,Job Site Project Manager,College Pro,,Business & Enterprise,Project / Program Development,,,https://student.collegepro.com/,,,,70
2019,"Research Assistant, Planning and Evaluation",Columbia Basin Trust,,Research,Administration and Office Management,Research,,https://ourtrust.org/about/careers/,,,,80
2019,Manufaturer Intelligence Manager ,CVS Health ,,Business & Enterprise,Business & Enterprise,,,https://jobs.cvshealth.com/us/en,,,,70
2019,Campus Recruitment Intern,Daiwa Securities Capital Markets,,Business & Enterprise,HR,Internships,,https://us.daiwacm.com/work-for-us/,,,,40
2019,Product Manger Intern,Dell Techonolgies,,Business & Enterprise,Internships,,,https://jobs.dell.com/en,,,,40
2019,Analyst,Deloitte,,Consulting & Advisory,Consulting & Advisory,,,https://careers.deloitte.ca/,,,,80
2019,Transfer Pricing Manager,Deloitte,,Consulting & Advisory,Consulting & Advisory,,,https://careers.deloitte.ca/,,,,80
2019,Senior Tax Analyst,Deloitte,,Consulting & Advisory,Consulting & Advisory,,,https://careers.deloitte.ca/,,,,80
2019,Tax Analyst,Deloitte,,Consulting & Advisory,Consulting & Advisory,,,https://careers.deloitte.ca/,,,,80
2019,Operations Intern,DHL Supply Chain,,Business & Enterprise,Internships,Operations and Supply Chain Management,,https://careers.dhl.com/global/en/,,,,80
2019,Implementation Strategist,Dutchie,,Business & Enterprise,Business & Enterprise,,,https://business.dutchie.com/careers,,,???,40
2019,Server,Earls Kitchen + Bar,,"Hospitality & Retail (Food, Service Industries)","Hospitality & Retail (Food, Service Industries)",,,https://earls.ca/careers/,,,,85
2019,Data Scientist,"Ecolectro, Inc.",,Data Science & Analytics,Data Science & Analytics,Technology,,https://ecolectro.com/careers/,,,,85
2019,Sr Economic & Data Analyst,"Ecolectro, Inc.",,Data Science & Analytics,Data Science & Analytics,Economics,Technology,https://ecolectro.com/careers/,,,,85
2019,Management Trainee-US Consulate General Vancouver,Embassy of Canada to Thailand,,Business & Enterprise,Business & Enterprise,,,https://www.international.gc.ca/country-pays/thailand-thailande/bangkok.aspx?lang=eng,,,,40
2019,Products Innovation,European Computer Telecoms AG,,Business & Enterprise,Business & Enterprise,,,https://www.ect-telecoms.com/about-ect/careers,,,,40
2019,Accountant,Evernest,,Business & Enterprise,Business & Enterprise,,,https://evernest.ca/,,,,40
2019,Project Advisor,Exxon Mobil,,Business & Enterprise,Business & Enterprise,,,https://corporate.exxonmobil.com/careers,,,,40
2019,Project Analyst,Exxon Mobil,,Business & Enterprise,Business & Enterprise,,,https://corporate.exxonmobil.com/careers,,,,70
2019,Finance Intern,EY,,Finance & Banking,Internships,,,https://www.ey.com/en_ca/careers,,,,80
2019,Intern ,Fair Trade Laos,,Business & Enterprise,Internships,,,https://www.linkedin.com/company/fair-trade-laos/,,,,40
2019,Data Analyst,Faith Wilson Group,,Data Science & Analytics,Data Science & Analytics,Technology,,https://faithwilson.com/build-your-business/,,,,85
2019,Intern,Family Planning Association of India,,Business & Enterprise,Internships,,,https://fpaindia.org/careers/work-with-us,,,,40
2019,Accounting Services Intern,FCB Global,,Business & Enterprise,Internships,,,https://www.fcb.com/careers/,,,,40
2019,Marketing Associate,Ferring International Centre SA,,Marketing & Communications,Marketing & Communications,,,https://www.ferring.com/join-us/,,,,85
2019,"Fund Anaylst, Intern",Fieldhouse Capital Management,,Business & Enterprise,Internships,,,https://www.fieldhousecap.com/,,,,40
2019,Student Analyst - Economics/Policy,Finance Canada,,Policy,Policy,Economics,,https://www.canada.ca/en/services/jobs/opportunities/government.html,,,,75
2019,Database Consultant ,First Steps Health Society ,,Data Science & Analytics,Consulting & Advisory,Data Science & Analytics,Technology,https://www.firststepscanada.org/,,,,85
2019,"Senior Manager, Ancillary Revenue",Flair Airlines,,Business & Enterprise,Business & Enterprise,,,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=b969f000-deee-43ae-b41e-ea6f47ea7487&ccId=19000101_000001&lang=en_CA,,,,70
2019,Intern,Foreign and Commonwealth Office,,Business & Enterprise,Internships,,,https://www.gov.uk/government/organisations/foreign-commonwealth-office,,,,40
2019,Sales Strategy & Analytics Intern,Franklin Templeton Investments,,Data Science & Analytics,Data Science & Analytics,Technology,Internships,https://www.franklintempleton.ca/en-ca,,,,85
2019,First Year Summer Student,Gardiner Roberts LLP,,Business & Enterprise,Business & Enterprise,,,https://www.grllp.com/page/careers,,,,40
2019,Trade Commissioner Assistant,Global Affairs Canada,,Business & Enterprise,Administration and Office Management,,,https://international.canada.ca/en/global-affairs/corporate/jobs,,,,40
2019,Digital Strategy Lead,Google,,Consulting & Advisory,Consulting & Advisory,,,https://www.google.com/about/careers/applications/jobs/results#!t=jo&jid=127025001&,,,,85
2019,Agency Account Strategist,Google,,Business & Enterprise,Business & Enterprise,,,https://www.google.com/about/careers/applications/jobs/results#!t=jo&jid=127025001&,,,,40
2019,Senior Strategist,Google,,Business & Enterprise,Business & Enterprise,,,https://www.google.com/about/careers/applications/jobs/results#!t=jo&jid=127025001&,,,,40
2019,Policy Analyst,Google,,Policy,Policy,,,https://www.google.com/about/careers/applications/jobs/results#!t=jo&jid=127025001&,,,,75
2019,Techincal Solutionals Specialist,Google,,Business & Enterprise,Business & Enterprise,,,https://www.google.com/about/careers/applications/jobs/results#!t=jo&jid=127025001&,,,,40
2019,Private Equity Analyst,Gopher Asset,,Finance & Banking,Finance & Banking,,,https://www.gopherasset.com/en-us,,,,80
2019,Senior Policy Analyst,Government of British Columbia,,Policy,Policy,,,https://www2.gov.bc.ca/gov/content/careers-myhr/job-seekers/current-job-postings,,,,75
2019,CEO & Co-Founder,Greenlite,,Business & Enterprise,Business & Enterprise,,,https://www.greenlite.ai/careers,,,,40
2019,Waitress,Hanppy Tofu Pot House,,Business & Enterprise,Business & Enterprise,,,https://hanppytofupot.com/,,,,40
2019,Research Analyst,Henslow,,Research,Research,,,https://henslow.com/careers/,,,,80
2019,Team Assistant,"HollisWealth, Scotiabank",,Finance & Banking,Finance & Banking,Administration and Office Management,,https://www.scotiabank.com/careers/en/careers.html,,,,80
2019,General Manager & Financial Consultant,Hotel Bethel Puertra del Cielo,,Consulting & Advisory,Finance & Banking,Consulting & Advisory,,https://hotelbethelpuertadelcielo.com-website.com/,,,,85
2019,Marketing Consultant,Hotel Bethel Puertra del Cielo,,Marketing & Communications,Marketing & Communications,Consulting & Advisory,,https://hotelbethelpuertadelcielo.com-website.com/,,,,85
2019,Sales Manager ,Hotel Bethel Puertra del Cielo,,Business & Enterprise,Sales / Business Development,,,https://hotelbethelpuertadelcielo.com-website.com/,,,,70
