Graduation Year,Role,Employer,Company's Industry,Role Category,Tag 1,Tag 2,Tag 3,Career Webpage,Specify Other Industry,POST,Comments,Confidence Score
2024,Registration Associate,Raymond James Ltd.,Wealth Management,Finance & Banking,Finance & Banking,,,https://www.raymondjames.ca/careers,Compliance,,,80
2024,Investment Banking Analyst,RBC,Wealth Management,Finance & Banking,Finance & Banking,,,https://jobs.rbc.com/ca/en/work-at-rbc,,POST,,80
2024,Client Advisor,RBC,Wealth Management,Finance & Banking,Finance & Banking,,,https://jobs.rbc.com/ca/en/work-at-rbc,,,,80
2024,Operations Officer,RBC,Wealth Management,Business & Enterprise,Finance & Banking,Operations and Supply Chain Management,,https://jobs.rbc.com/ca/en/work-at-rbc,,,,80
2024,Server,Restaurant Fiorellino,Other,"Hospitality & Retail (Food, Service Industries)","Hospitality & Retail (Food, Service Industries)",,,https://fiorellino.ca/,Food,POST,,85
2024,Customer Experience Associate,Scotiabank,Wealth Management,Finance & Banking,Finance & Banking,,,https://www.scotiabank.com/careers/en/careers.html,,,,80
2024,Customer Experience Associate,TD,,Finance & Banking,Finance & Banking,,,https://careers.td.com/,,,,80
2024,Global Markets Associate,TD Securities,Finance - Investment Banking,Finance & Banking,Finance & Banking,,,https://www.tdsecurities.com/ca/en/careers,,,,80
2024,Senior Sales Consultant,Tokyo Beauty,,Consulting & Advisory,Sales / Business Development,Consulting & Advisory,,https://www.linkedin.com/company/tokyobeauty/,,,,85
2024,Tuex Tutor,Tuex Education,,Business & Enterprise,Academia,,,https://www.tuex.ca/,,,,40
2024,Workday Student Supporter Staff,UBC Arts Service Center,Other,Post-Secondary Institution,Post-Secondary Institution,,,https://www.arts.ubc.ca/student-support/asc-student/,IT,POST,,80
2024,Enrolment Services Coordinator,UBC Enrolment Services,Other,Post-Secondary Institution,Post-Secondary Institution,,,https://hr.ubc.ca/careers,Academic/IT,POST,,80
2024,Data Analytics Strategy Consultant ,UBC Office of Enterprise Risk and Assurance,Other,Data Science & Analytics,Consulting & Advisory,Data Science & Analytics,Technology,https://hr.ubc.ca/careers,Data analysis,,,85
2024,UBCEA DOTA 2 premier team,UBCEA,Other,Post-Secondary Institution,Post-Secondary Institution,,,https://www.ubcesports.ca/,E-sports,,,80
2024,Partner Associate,Uber,Other,Business & Enterprise,Business & Enterprise,,,https://www.uber.com/ca/en/careers/?uclick_id=6a566460-8e3b-47f7-9976-cc1ec54f6229,internet marketplace//business analytics,,,70
2024,Investment Banking Analyst,Xestion Advisor Private Limited,Consulting,Business & Enterprise,Business & Enterprise,,,https://xestiongroup.com/our-career/,,,,70
2024,Communications and Sales Representative,"四川科衡史密特换热器科技有限公司
(Sichuan Keheng Schmidt Heat Exchanger Technology Co., Ltd.)",,Marketing & Communications,Finance & Banking,Sales / Business Development,Marketing & Communications,,,,,85
2023,Consultant,180 Degrees Consulting - UBC,,Consulting & Advisory,Consulting & Advisory,,,https://www.ubc180dc.org/apply,,PRE,,85
2023,Project Manager,180 Degrees Consulting - UBC,,Post-Secondary Institution,Project / Program Development,,,https://www.ubc180dc.org/apply,,PRE,,80
2023,Founder,Aan Charitable Trust ,,Business & Enterprise,Business & Enterprise,,,https://www.linkedin.com/company/aan-charitable-trust/about/,,POST,,40
2023,CTS Financial Analyst,Accenture,,Finance & Banking,Finance & Banking,,,https://www.accenture.com/ca-en/careers,,POST,,80
2023,Sales Associate,Ace Hardware Corporation,,Business & Enterprise,Sales / Business Development,,,https://careers.acehardware.com/,,PRE,,70
2023,Business Development Consultant,Acetake Group Inc.,,Consulting & Advisory,Sales / Business Development,Consulting & Advisory,,https://acetakegroup.com/careers,,PRE,,85
2023,Incoming Global Exchange Specialist,AIESEC UBC,,Post-Secondary Institution,Post-Secondary Institution,,,https://www.aiesec.ca/this-is-aiesec,,PRE,,80
2023,Marketing Project Lead & Digital Content Creator,Alpha Woman Co.,,Marketing & Communications,Marketing & Communications,,,https://www.linkedin.com/company/alphawomanco/about/,,PRE,,85
2023,Financial Associate,AlphaSense,,Finance & Banking,Finance & Banking,,,https://www.alpha-sense.com/careers/,,POST,,80
2023,Financial Analyst- Manager,AlphaSense,,Finance & Banking,Finance & Banking,,,https://www.alpha-sense.com/careers/,,POST,,80
2023,Financial Industrt Reports,ALStar Brokerage Solutions,,Finance & Banking,Finance & Banking,,,https://www.alstarsolutions.com/,,PRE,,80
2023,Councilor,AMS of UBC,,Post-Secondary Institution,Post-Secondary Institution,,,https://www.ams.ubc.ca/opportunities/jobs/,,PRE,,80
2023,"Events Officer, Elections Committee",AMS of UBC ,,Post-Secondary Institution,Post-Secondary Institution,,,https://www.ams.ubc.ca/opportunities/jobs/,,PRE,,80
2023,AMS Senior Tutor,AMS of UBC ,,Post-Secondary Institution,Academia,,,https://www.ams.ubc.ca/opportunities/jobs/,,PRE,,80
2023,Advocacy Assistant Coordinator,AMS of UBC ,,Post-Secondary Institution,Administration and Office Management,,,https://www.ams.ubc.ca/opportunities/jobs/,,,Not on lInkedin anymore,80
2023,Senior Tutor,AMS of UBC ,,Post-Secondary Institution,Academia,,,https://www.ams.ubc.ca/opportunities/jobs/,,PRE,,80
2023,Econ & Math Tutor,AMS of UBC ,,Post-Secondary Institution,Academia,,,https://www.ams.ubc.ca/opportunities/jobs/,,PRE,,80
2023,Research Professional Intern,Analysis Group,,Research,Internships,Research,,https://www.analysisgroup.com/careers/,,PRE,,80
2023,Analyst/Research Professional,Analysis Group,,Research,Research,,,https://www.analysisgroup.com/careers/,,POST,,80
2023,Analyst,Analysis Group,,Business & Enterprise,Business & Enterprise,,,https://www.analysisgroup.com/careers/,,POST,,70
2023,Analyst,Analysis Group,,Business & Enterprise,Business & Enterprise,,,https://www.analysisgroup.com/careers/,,POST,,70
2023,Senior Analyst,Analysis Group,,Business & Enterprise,Business & Enterprise,,,https://www.analysisgroup.com/careers/,,POST,,70
2023,Analyst,Analysis Group,,Business & Enterprise,Business & Enterprise,,,https://www.analysisgroup.com/careers/,,POST,,70
2023,Sales Associate,Anthropologie,,Business & Enterprise,Sales / Business Development,,,https://www.urbn.com/work-with-us,,POST,Should we count jobs held one month after graduation as post-grad when majority was pre?,70
2023,Actuarial and Analytics Intern ,Aon,,Data Science & Analytics,Actuarial Science,Data Science & Analytics,Technology,https://jobs.aon.com/,,POST,Started during degree,85
2023,Acturarial Analyst,Aon,,Finance & Banking,Finance & Banking,Insurance,,https://jobs.aon.com/,,POST,,80
2023,Debate Coach,APASS Education,,Business & Enterprise,Business & Enterprise,,,https://apass.ca/joinourteam/,,PRE,,40
2023,Junior Data Analyst,Apero Health (Y Combinator),,Data Science & Analytics,Data Science & Analytics,Technology,,https://www.ycombinator.com/companies/apero-health/jobs,,POST,,85
2023,Junior Data Analyst,Apero Health (Y Combinator),,Data Science & Analytics,Data Science & Analytics,Technology,,https://www.ycombinator.com/companies/apero-health/jobs,,POST,,85
2023,Operations Specialist,Apero Health (Y Combinator),,Business & Enterprise,Operations and Supply Chain Management,,,https://www.ycombinator.com/companies/apero-health/jobs,,POST,,80
2023,Compliance and Project Manager,Apero Health (Y Combinator),,Law,Law,Project / Program Development,,https://www.ycombinator.com/companies/apero-health/jobs,,POST,,80
2023,Business Development Representative,Aplin,,Business & Enterprise,Sales / Business Development,,,https://www.aplin.com/job-seekers/,,POST,,40
2023,Planning Associate,Arc'teryx Equipment,,Business & Enterprise,Business & Enterprise,,,https://arcteryx.com/ca/en/careers,,POST,,70
2023,Planning Coordinator,Arc'teryx Equipment,,Business & Enterprise,Business & Enterprise,,,https://arcteryx.com/ca/en/careers,,POST,,70
2023,Demand Planner,Arc'teryx Equipment,,Business & Enterprise,Business & Enterprise,,,https://arcteryx.com/ca/en/careers,,POST,,40
2023,Investment Analyst,Artesian Investment Partners,,Business & Enterprise,Business & Enterprise,,,https://www.linkedin.com/company/artesian-investment-partners/,,PRE,,70
2023,Associate,Artesian Investment Partners,,Business & Enterprise,Business & Enterprise,,,https://www.linkedin.com/company/artesian-investment-partners/,,PRE,,70
2023,"Senior Associate, Private Equity",Artesian Investment Partners,,Finance & Banking,Finance & Banking,,,https://www.linkedin.com/company/artesian-investment-partners/,,POST,Started during degree,80
2023,Intern Team Lead,Association of Family Offices in Asia,,Business & Enterprise,Internships,,,https://www.familyoffices-asia.com/,,PRE,,40
2023,Research Intern,Association of Family Offices in Asia,,Research,Internships,Research,,https://www.familyoffices-asia.com/,,PRE,,80
2023,Intern Team Lead,Atrax Systems,,Business & Enterprise,Internships,,,,,PRE,,40
2023,Hostess Server,Au Comptoir,,"Hospitality & Retail (Food, Service Industries)","Hospitality & Retail (Food, Service Industries)",,,https://www.aucomptoir.ca/,,PRE,,85
2023,Hostess Server,Au Comptoir,,"Hospitality & Retail (Food, Service Industries)","Hospitality & Retail (Food, Service Industries)",,,https://www.aucomptoir.ca/,,POST,,85
2023,Sales And Marketing Intern,Babysure Fertility Center,,Marketing & Communications,Internships,Sales / Business Development,Marketing & Communications,https://babysureivf.com/,,PRE,,85
2023,Investment and Strategy Analyst,Baihe,,Consulting & Advisory,Consulting & Advisory,,,,,PRE,,85
2023,Credit Analyst,Bangkok Bank,,Business & Enterprise,Business & Enterprise,,,https://www.bangkokbank.com/en/About-Us/Bangkok-Bank-Careers,,PRE,,70
2023,Research Assistant,Bank of Canada,,Research,Administration and Office Management,Research,,https://www.bankofcanada.ca/careers/,,POST,,80
2023,Research Assistant,Bank of Canada,,Research,Administration and Office Management,Research,,https://www.bankofcanada.ca/careers/,,POST,,80
2023,Research Assistant,Bank of Canada,,Research,Administration and Office Management,Research,,https://www.bankofcanada.ca/careers/,,POST,,80
2023,Student Research Assistant,Bank of Canada ,,Research,Administration and Office Management,Research,,https://www.bankofcanada.ca/careers/,,POST,Started during degree,80
2023,Bank Intern ,Bank of China,,Business & Enterprise,Internships,,,https://www.boc.cn/en/,,PRE,,40
2023,Grant Writer and Sponsorships Coordinator,Barks of Love Animal Rescue and Placement Services Corporation,,Business & Enterprise,Business & Enterprise,,,https://barksoflove.org/get-involved.html,,PRE,,70
2023,Customer Service Specialist,BBW International,,Business & Enterprise,Customer Experience and Service Management,,,https://www.bbwinternational.com/careers,,PRE,,40
2023,External Stakeholder Engagement Co-op/Intern,BCI,,Business & Enterprise,Internships,,,https://bci.wd10.myworkdayjobs.com/BCI_Careers,,PRE,,40
2023,Data Science Intern,BetterHelp,,Data Science & Analytics,Internships,Data Science & Analytics,Technology,https://www.betterhelp.com/careers/,,POST,,85
2023,Data Scientist,BetterHelp,,Data Science & Analytics,Data Science & Analytics,Technology,,https://www.betterhelp.com/careers/,,POST,,85
2023,Content writing Intern,Black Milk Media,,Marketing & Communications,Internships,Marketing & Communications,,"Website on LinkedIn links to virus, don't link",,PRE,,85
2023,"Analyst, Corporate Finance Division",BMO ,,Finance & Banking,Finance & Banking,,,https://jobs.bmo.com/ca/en?icid=tl-FEAT2953BRND4-AJBMOH354,,PRE,,80
2023,Graduate Risk Analyst,BNP Paribas,,Business & Enterprise,Business & Enterprise,,,https://group.bnpparibas/en/careers,,POST,Started during degree,70
2023,Operational Risk Analyst,BNP Paribas CIB,,Business & Enterprise,Business & Enterprise,,,https://careers.cib.bnpparibas/,,POST,,70
2023,Operational Risk Management Summer Intern,BNP Paribas CIB ,,Business & Enterprise,Internships,,,https://careers.cib.bnpparibas/,,PRE,,40
2023,Associate ,Boston Consulting Group,,Business & Enterprise,Business & Enterprise,,,https://careers.bcg.com/global/en/,,POST,,70
2023,Notetaker,British Columbia Law Institute,,Business & Enterprise,Business & Enterprise,,,https://www.bcli.org/about/get-involved/#work-opportunities,,POST,,40
2023,Executive Assistant,Brookes Westshore,,Business & Enterprise,Administration and Office Management,,,https://www.linkedin.com/school/brookes-westshore/about/,,POST,,40
2023,Sales Associate,Browns Shoes Inc.,,Business & Enterprise,Sales / Business Development,,,https://www.brownsshoes.com/en/page?fid=bs-careers,,PRE,,70
2023,M&A Market Research,Business Brothers,,Research,Research,,,,,PRE,,80
2023,Video Producer,ByteDance,,Business & Enterprise,Business & Enterprise,,,https://joinbytedance.com/?_tracking=lihome,,PRE,,40
2023,Program Director,Camp Ponacka,,Business & Enterprise,Business & Enterprise,,,https://ponacka.com/working-at-ponacka/,,PRE,,40
2023,Marketing Coordinator,Campus Nutrition,,Marketing & Communications,Marketing & Communications,,,https://campusnutrition.ca/join,,POST,Started during degree,85
2023,"Student, Valuation and Stress Testing",Canada Deposit Insurance Corporation (CDIC) | Société d'assurance-dépôts du Canada (SADC),,Business & Enterprise,Business & Enterprise,,,https://www.cdic.ca/about/careers/,,POST,,40
2023,"Analyst, Member Risk and Resolution",Canada Deposit Insurance Corporation (CDIC) | Société d'assurance-dépôts du Canada (SADC),,Business & Enterprise,Business & Enterprise,,,https://www.cdic.ca/about/careers/,,POST,,70
2023,PDAT Responder,Canadian Red Cross,,Business & Enterprise,Business & Enterprise,,,https://www.redcross.ca/about-us/join-our-team,,POST,Started during degree,40
2023,PDAT Responder,Canadian Red Cross,,Business & Enterprise,Business & Enterprise,,,https://www.redcross.ca/about-us/join-our-team,,POST,,40
2023,Category Business Analyst,Canadian Tire Corporation,,Business & Enterprise,Business & Enterprise,,,https://corp.canadiantire.ca/English/careers/default.aspx,,POST,,70
2023,Analyst,Canvas Impact,,Business & Enterprise,Business & Enterprise,,,https://www.canvasimpact.com/contact,,PRE,,70
2023,Strategic Prospects and Economic Analysis for Sales and Marketing,CareerNiche,,Marketing & Communications,Sales / Business Development,Economics,Marketing & Communications,https://www.careernicheoutplacement.com/,,PRE,,85
2023,Strategic Prospects and Economic Analysis for Sales and Marketing,CareerNiche,,Marketing & Communications,Sales / Business Development,Economics,Marketing & Communications,https://www.careernicheoutplacement.com/,,PRE,,85
2023,Project Intern,Carpe Diem Suites ,,Business & Enterprise,Internships,,,https://www.carpediemsuites.com/,,PRE,,40
2023,Summer Student,Cascades,,Business & Enterprise,Business & Enterprise,,,https://jobs.cascades.com/?locale=en_US&utm_source=careersite&utm_campaign=corpo-website,,PRE,,40
2023,Summer Law Student,Cassels Brock & Blackwell LLP,,Business & Enterprise,Business & Enterprise,,,https://cassels.com/join-us/,,POST,,40
2023,Analyst,CDNGLOBAL® Canada,,Business & Enterprise,Business & Enterprise,,,https://www.cdnglobal.com/careers,,POST,,70
2023,Associate Advisir,CDNGLOBAL® Canada,,Business & Enterprise,Business & Enterprise,,,https://www.cdnglobal.com/careers,,POST,,70
2023,Reading week student leader,Center for Community Engaged Learning,,Business & Enterprise,Business & Enterprise,,,https://www.fordham.edu/admissions-and-aid/,,PRE,,40
2023,Digital Strategist,Chambre de Commerce Francophone de Vancouver,,Business & Enterprise,Business & Enterprise,,,https://ccfvancouver.com/en/,,PRE,,40
2023,Private Equity Analyst,Charollais Capital,,Finance & Banking,Finance & Banking,,,https://www.charollaispartners.com/contact/,,PRE,,80
2023,Sales Associate,CI Global Asset Management,,Business & Enterprise,Sales / Business Development,,,https://www.cifinancial.com/ci-financial/ca/en/about-us/careers.html,,POST,,70
2023,Business Developer Manager,CI Global Asset Management,,Technology,Software Development,Technology,,https://www.cifinancial.com/ci-financial/ca/en/about-us/careers.html,,POST,,85
2023,Investment Banking Analyst,CIBC Capital Markets,,Finance & Banking,Finance & Banking,,,https://www.cibc.com/en/about-cibc/careers.html,,PRE,,80
2023,Investment Banking Analyst,CIBC Capital Markets,,Finance & Banking,Finance & Banking,,,https://www.cibc.com/en/about-cibc/careers.html,,POST,,80
2023,Sales Associate,Circlr craft store,,Business & Enterprise,Sales / Business Development,,,https://circlecraft.net/,,PRE,,70
2023,Markets Summer Analyst,Citi,,Business & Enterprise,Business & Enterprise,,,https://jobs.citi.com/,,PRE,,70
2023,Account Relationship Trainee,CITIC Securities Company Limited,,Business & Enterprise,Business & Enterprise,,,https://careers.citics.com/,,PRE,,40
2023,Service Attendant,City of Burnaby,,Government,Government,,,https://www.burnaby.ca/our-city/get-involved/jobs-and-careers,,POST,,80
2023,Administrative Clerk,City of Maple Ridge,,Government,Administration and Office Management,,,https://www.mapleridge.ca/careers,,PRE,,80
2023,Founder and Director,Clarity Glass Hardware,,Business & Enterprise,Business & Enterprise,,,https://www.linkedin.com/company/clarity-glass-hardware/about/,,PRE,,40
2023,Coast Capital Savings Youth Get It Program,Coast Capital Savings,,Business & Enterprise,Information Technology (IT)/Telecommunications,Technology,,https://careers.coastcapitalsavings.com/?_ga=2.249963649.600097652.1560150165-1121974651.1555101858,,PRE,,40
2023,Volunteer Director,Conservative Party of Canada,,Business & Enterprise,Business & Enterprise,,,https://www.conservative.ca/cpc/volunteer/,,PRE,,40
2023,Regulatory Affairs Associate,CORIX Group of Companies (Canada),,Business & Enterprise,Business & Enterprise,,,https://www.corix.com/careers/,,PRE,,70
2023,Funding Analyst,Credit Solution Programs,,Business & Enterprise,Business & Enterprise,,,https://www.linkedin.com/company/credit-solution-programs/about/,,PRE,,70
2023,Research Intern,CrowdDoing,,Research,Internships,Research,,https://crowddoing.world/volunteer/,,PRE,,80
2023,"Economic Policy Junior Analyst, Fiscal Branch & Implementation Branch",Crown-Indigenous Relations and Northern Affairs Canada,,Policy,Policy,Economics,,https://www.rcaanc-cirnac.gc.ca/eng/1100100033784/1610113269343,,POST,Started during degree,75
2023,Negotiation Analyst,Crown-Indigenous Relations and Northern Affairs Canada,,Business & Enterprise,Business & Enterprise,,,https://www.rcaanc-cirnac.gc.ca/eng/1100100033784/1610113269343,,POST,,70
2023,Apprentice Financial Advisor,D.A. Davidson Companies ,,Finance & Banking,Finance & Banking,,,https://www.dadavidson.com/Careers,,POST,,80
2023,Bike Field Technician,"DBA ""Mobi by Shaw Go""",,Business & Enterprise,Business & Enterprise,,,https://www.mobibikes.ca/en/jobs,,PRE,,40
2023,Risk Advisory Analyst,Deloitte,,Consulting & Advisory,Consulting & Advisory,,,https://www.deloitte.com/global/en/careers/job-search.html,,PRE,,80
2023,Business Analyst,Deloitte,,Consulting & Advisory,Consulting & Advisory,,,https://www.deloitte.com/global/en/careers/job-search.html,,PRE,,80
2023,Consultant | Corporate Governance & Risk Strategy,Deloitte,,Consulting & Advisory,Consulting & Advisory,,,https://www.deloitte.com/global/en/careers/job-search.html,,POST,,85
2023,Senior Consultant | Corporate Governance & Risk Strategy,Deloitte,,Consulting & Advisory,Consulting & Advisory,,,https://www.deloitte.com/global/en/careers/job-search.html,,POST,,85
2023,Investment Risk Management Intern,Deloitte India,,Consulting & Advisory,Internships,,,https://southasiacareers.deloitte.com/go/Deloitte-India/718244/,,PRE,,80
2023,ConnecTra Society Assistant Program Coordinator,Disability Foundation,,Business & Enterprise,Administration and Office Management,Project / Program Development,,https://disabilityfoundation.org/volunteer/,,PRE,,70
2023,PPP Services Clerk,District of North Vancouver,,Business & Enterprise,Business & Enterprise,,,https://www.dnv.org/government-administration/jobs-and-volunteering,,POST,,40
2023,Operations and Front Desk Staff,Doug Mitchell Thunderbird Sports Centre,,Business & Enterprise,Customer Experience and Service Management,Operations and Supply Chain Management,,https://thunderbirdarena.ubc.ca/,,PRE,,80
2023,Caseworker- Family Law,Downtown Legal Services,,Business & Enterprise,Business & Enterprise,,,https://downtownlegalservices.ca/student-programs/,,POST,,40
2023,Instructional Coach,Dragon Zone,,Business & Enterprise,Business & Enterprise,,,https://dragonzone.ca/,,PRE,,40
2023,"Director, Research and Development",DYNE,,Research,Research,,,https://www.dyneapp.ca/career,,PRE,,80
2023,Station Chef,Earls Kitchen + Bar,,Business & Enterprise,Business & Enterprise,,,https://earls.ca/careers/,,PRE,,40
2023,Academic Tutor,Easy Group Inc.,,Business & Enterprise,Academia,,,https://www.linkedin.com/company/easy-group-inc/about/,,PRE,,40
2023,Planning and Development Intern,Eau Claire County,,Business & Enterprise,Internships,,,https://www.governmentjobs.com/careers/eauclaire/,,POST,,40
2023,Project Management Intern,EduFunder.com,,Business & Enterprise,Internships,,,https://edufunder.com/,,PRE,,40
2023,Indigenous Conservation Research and Analysis Contractor,Environment and Climate Change Canada,,Research,Research,,,https://www.canada.ca/en/environment-climate-change/corporate/jobs.html,,PRE,,80
2023,Human Health Venture Studio Assistant,entrepreneurship@UBC,,Post-Secondary Institution,Administration and Office Management,,,https://innovation.ubc.ca/entrepreneurship-ventures/entrepreneurial-pathways,,PRE,,80
2023,Economist,Environment and Climate Change Canada,,Business & Enterprise,Economics,,,https://www.canada.ca/en/environment-climate-change/corporate/jobs.html,,POST,,40
2023,Junior Policy Analyst,Environment and Climate Change Canada,,Policy,Policy,,,https://www.canada.ca/en/environment-climate-change/corporate/jobs.html,,POST,,75
2023,Account Manager,Events Lead Supplies,,Business & Enterprise,Business & Enterprise,,,https://elsupplies.ca/,,,Not on Linkedin anymore,70
2023,Quantitative Research Intern,Everbright Securities,,Research,Internships,Research,,http://www.ebscn.com/index/,,PRE,,80
2023,Quantitative Research Intern,Everbright Securities,,Research,Internships,Research,,http://www.ebscn.com/index/,,POST,,80
2023,Risk Advisory Analyst,EY,,Consulting & Advisory,Consulting & Advisory,,,https://www.ey.com/en_ca/careers,,PRE,,80
2023,Transactions & Strategy Summer Intern,EY,,Consulting & Advisory,Internships,Consulting & Advisory,,https://www.ey.com/en_ca/careers,,PRE,,85
2023,Surveyor,Fairview Strategy,,Business & Enterprise,Business & Enterprise,,,https://fairviewstrategy.com/,,PRE,,40
2023,Owner,Famdrew.Store,,Business & Enterprise,Business & Enterprise,,,,,POST,,40
2023,Executive Coordinator,Federation of Asian Canadian Lawyers BC,,Business & Enterprise,Business & Enterprise,,,https://www.faclbc.ca/,,POST,,70
2023,Fedex Package Handler,FedEx Ground,,Business & Enterprise,Business & Enterprise,,,https://www.fedex.com/en-ca/careers.html,,PRE,,40
2023,Business Development Representative,Fidelity Canada,,Business & Enterprise,Sales / Business Development,,,https://careers.fidelity.ca/en/index/,,POST,,40
2023,Business Development Associate,Fidelity Canada,,Business & Enterprise,Sales / Business Development,,,https://careers.fidelity.ca/en/index/,,POST,,70
2023,Senior Business Development Associate,Fidelity Canada,,Business & Enterprise,Sales / Business Development,,,https://careers.fidelity.ca/en/index/,,POST,,70
2023,Mergers and Acquisitions Intern,Finning,,Business & Enterprise,Internships,,,https://www.finning.com/en_CA/company/careers/our-open-jobs.html,,PRE,,40
2023,Compliance and ESG,Freepoint Commodities,,Law,Law,,,https://www.freepoint.com/life-at-freepoint/#jobs,,POST,,80
2023,Product Manager,GeoComply,,Business & Enterprise,Business & Enterprise,,,https://www.geocomply.com/careers/,,PRE,,70
2023,Business Development and Fraud Associate,GeoComply,,Business & Enterprise,Sales / Business Development,,,https://www.geocomply.com/careers/,,PRE,,70
2023,Commercial Associate,GeoComply,,Business & Enterprise,Business & Enterprise,,,https://www.geocomply.com/careers/,,PRE,,70
2023,Campus Ambassador,GeoComply,,Business & Enterprise,Business & Enterprise,,,https://www.geocomply.com/careers/,,,Not on lInkedin anymore,40
2023,Product Marketing Intern,GeoComply,,Marketing & Communications,Internships,Marketing & Communications,,https://www.geocomply.com/careers/,,PRE,,85
2023,GeoGuard Market Specialist Intern,GeoComply,,Business & Enterprise,Internships,,,https://www.geocomply.com/careers/,,PRE,,40
2023,Field Enablement Associate- Fraud & Risk,GeoComply,,Business & Enterprise,Business & Enterprise,,,https://www.geocomply.com/careers/,,POST,,70
2023,Commercial Operations Specialist,GeoComply,,Business & Enterprise,Operations and Supply Chain Management,,,https://www.geocomply.com/careers/,,POST,,80
2023,Program Manager I- Technical Operations,GeoComply,,Business & Enterprise,Project / Program Development,Operations and Supply Chain Management,,https://www.geocomply.com/careers/,,POST,,80
2023,Program Manager II,GeoComply,,Business & Enterprise,Project / Program Development,,,https://www.geocomply.com/careers/,,POST,,70
2023,Product Manager,GeoComply,,Business & Enterprise,Business & Enterprise,,,https://www.geocomply.com/careers/,,POST,,70
2023,Mentor,Global Ideas Institute (GII),,Business & Enterprise,Business & Enterprise,,,https://munkschool.utoronto.ca/gii/how-get-involved,,POST,,40
2023,Research Coordinator,Global Ideas Institute (GII),,Research,Research,,,https://munkschool.utoronto.ca/gii/how-get-involved,,POST,,80
2023,English Instructor,Global Knowledges Center,,Business & Enterprise,Business & Enterprise,,,,,PRE,,40
2023,Digital and Marketing Intern ,gogglesoc,,Marketing & Communications,Internships,Marketing & Communications,,https://gogglesoc.com/,,PRE,,85
2023,Digital and Marketing Intern,gogglesoc,,Marketing & Communications,Internships,Marketing & Communications,,https://gogglesoc.com/,,PRE,,85
2023,Summer Intern,Government of Punjab,,Business & Enterprise,Internships,,,https://www.linkedin.com/company/government-of-punjab/about/,,PRE,,40
2023,Transfer Pricing Analyst,Grant Thornton LLP (Canada),,Business & Enterprise,Business & Enterprise,,,https://www.doanegrantthornton.ca/careers/,,POST,,70
2023,Sales Development Associate,GrantMe,,Business & Enterprise,Sales / Business Development,,,https://grantme.notion.site/GrantMe-Careers-b44d983094c44113a512f05b48368bef,,PRE,,70
2023,Account Executive,GrantMe,,Business & Enterprise,Sales / Business Development,,,https://grantme.notion.site/GrantMe-Careers-b44d983094c44113a512f05b48368bef,,POST,,40
2023,Market Researcher,"Groundwork Operations, LLC",,Research,Research,,,https://groundworkoperations.com/careers/,,PRE,,80
2023,Finance Intern,Haisco Pharmaceutical,,Finance & Banking,Internships,,,https://en.haisco.com/,,PRE,,80
2023,Customer Service Agent,Harbour Air Seaplanes,,Business & Enterprise,Customer Experience and Service Management,,,https://harbourair.com/careers/,,POST,Started during degree,40
2023,Sales Associate,Hills Dry Goods,,Business & Enterprise,Sales / Business Development,,,https://www.hillsdrygoods.com/pages/careers,,PRE,,70
2023,Administrative Assistant,Hillside Wealth Management,,Business & Enterprise,Administration and Office Management,,,https://hillsidewealth.ca/,,POST,,40
2023,Associate Investment Advisor,Hillside Wealth Management,,Business & Enterprise,Business & Enterprise,,,https://hillsidewealth.ca/,,POST,,70
2023,Junior Analyst,Housing Diversity Corporation,,Business & Enterprise,Business & Enterprise,,,https://www.linkedin.com/company/housing-diversity/about/,,PRE,,70
2023,Real Estate Analyst,Housing Diversity Corporation,,Business & Enterprise,Business & Enterprise,,,https://www.linkedin.com/company/housing-diversity/about/,,POST,,70
2023,Business Analyst,HSBC,,Finance & Banking,Finance & Banking,,,https://www.hsbc.com/careers,,POST,,80
2023,Research Fellow,HSBC Social Innovation Academy,,Research,Research,,,https://www.riipen.com/level-up-case-studies/hsbc-social-innovation-academy-storyline-creation-for-youth-recruitment,,PRE,,80
2023,Analyst,HSBC Social Innovation Academy,,Finance & Banking,Finance & Banking,,,https://www.riipen.com/level-up-case-studies/hsbc-social-innovation-academy-storyline-creation-for-youth-recruitment,,PRE,,80
2023,Digital Consulting Analyst,Huron,,Consulting & Advisory,Consulting & Advisory,,,https://www.huronconsultinggroup.com/company/careers,,POST,,85
2023,Digital Consulting Senior Analyst,Huron,,Consulting & Advisory,Consulting & Advisory,,,https://www.huronconsultinggroup.com/company/careers,,POST,,85
2023,Data Analyst and Labour Market Analyst,Immigrant Employment Council of BC,,Data Science & Analytics,Data Science & Analytics,Technology,,https://iecbc.ca/opportunities/,,POST,,85
2023,Project Assistant,"Immigration, Refugees and Citizenship Canada",,Business & Enterprise,Administration and Office Management,,,https://www.canada.ca/en/immigration-refugees-citizenship/corporate/careers.html,,PRE,,40
2023,Strategy Intern ,"Incline Investment Advisors, LLC",,Consulting & Advisory,Internships,Consulting & Advisory,,https://inclineia.com/,,PRE,,85
2023,Digital Trade and Global Policy Fellow,Information Technology Industry Council (ITI),,Policy,Policy,,,https://www.itic.org/about/careers-at-iti,,POST,,75
2023,Policy Consultant,"Innovation, Science and Economic Development Canada",,Consulting & Advisory,Policy,Consulting & Advisory,,https://ised-isde.canada.ca/site/job-opportunities/en,,POST,,85
